區別,里別,活動中心名稱,地址,經度,緯度
安南區,原佃里,原佃里活動中心,臺南市安南區本原街一段167巷36弄46號,23.0500038,120.1981523
安南區,布袋里,布袋里活動中心,臺南市安南區長和路四段231巷60弄41號,23.063187,120.2067996
安南區,城南里,城南里活動中心,臺南市安南區城南里城西街一段61巷28弄98號,23.0603192,120.127133
安南區,青草里,青草里活動中心,臺南市安南區青砂街二段371巷2號,23.0603192,120.127133
安南區,溪北里,溪北里活動中心,臺南市安南區文安街66號,23.0269613,120.21291
安南區,安慶里,安慶里活動中心,臺南市安南區長溪路一段168巷133號,23.0392988,120.2102618
安南區,鹽田里,鹽田里活動中心,臺南市安南區鹽田路28號,23.0345496,120.1474717
安南區,東和里,東和里活動中心,臺南市安南區東和里長和路一段805號,23.0626716,120.2277858
安南區,海南里,海南里活動中心,臺南市安南區府安路七段1巷2號,23.0148177,120.1813159
安南區,砂崙里,砂崙里活動中心,臺南市安南區城北路871巷94弄17號,23.0791702,120.1275447
安南區,州北里,州北里活動中心,臺南市安南區安昌街22號,23.0675635,120.2176763
安南區,安西里,安西里活動中心,臺南市安南區安西路101號,23.0322146,120.2089995
安南區,公塭里,公塭里活動中心,臺南市安南區育英街116號,23.0634855,120.159168
安南區,城西里,城西里活動中心,臺南市安南區城西街三段431號,23.0573373,120.0967744
安南區,城東里,城東里活動中心,臺南市安南區城東里城安路73號,23.0666432,120.1275845
安南區,學東里,學東里活動中心,臺南市安南區公學路六段661號,23.0787413,120.1436496
安南區,溪墘里,溪墘里活動中心,臺南市海佃路一段372巷50號,23.0278017,120.1908657
安南區,塭南里,塭南里活動中心,臺南市安南區塭南里安昌街130號,23.0708473,120.2196093
安南區,海西里,海西里活動中心,臺南市安南區海西里12鄰海環街186號,23.0377625,120.1843081
安南區,鳳凰里,鳳凰里活動中心,臺南市安南區鳳凰里安中路1段700巷1號,23.0440035,120.1941326
安南區,四草里,四草里活動中心,臺南市安南區四草里4鄰大眾路656號,23.0168176,120.1283095
安南區,梅花里,梅花里活動中心,臺南市安南區安中路一段557巷25號,23.0416867,120.1998451
安南區,安東里,安東里活動中心,臺南市安南區安東里17鄰安和路一段478巷2弄120號,23.0283531,120.2145221
安南區,安富里,安富里活動中心,臺南市安南區安富里21鄰郡安路1段164巷12弄1號,23.028363,120.202405
安南區,海佃里,海佃里活動中心,臺南市安南區海佃里海佃路一段345巷53號,23.027218,120.1909
安平區,平安里,平安里活動中心,臺南市民權路四段325號,22.9991348,120.1769407
安平區,華平里,華平里活動中心,臺南市育平九街195號,22.9950102,120.1719866
安平區,金城里,金城里活動中心,臺南市安平區運河路43號之1,22.9983541,120.1608919
安平區,育平里,育平里活動中心,臺南市安平區育平里府平路376號,22.9871097,120.1670985
安平區,平通里,平通里活動中心　,臺南市平通里平通路580巷102號,22.9970291,120.1705753
安平區,怡平里,怡平里活動中心,臺南市平通路366號2、3樓,22.993046,120.178075
安平區,億載里,億載里活動中心,臺南市光州一街29號,22.9859391,120.1618339
安平區,文平里,文平里活動中心,臺南市中華西路2段1巷1號,22.9634247,120.184005
安平區,國平里,國平里活動中心,臺南市建平七街409號,22.9891959,120.176482
安平區,建平里,建平里活動中心,臺南市府前三街27號,22.9949668,120.1855767
安平區,漁光里,漁光里活動中心,臺南市安平區漁光路89巷39之2號,22.9769339,120.1599892
安平區,石門里,石門里活動中心,臺南市安平區安北路16巷17弄45號,23.000772,120.167199
中西區,水仙里,水仙里活動中心,臺南市中西區民權路3段57號,22.9965648,120.1980858
中西區,仙草里,仙草里活動中心,臺南市中西區府緯街四巷6號,22.984497,120.199521
中西區,郡西里,郡西里活動中心,臺南市中西區郡西路35號2樓,22.989445,120.194075
中西區,中正里,中正里活動中心,臺南市中西區國華街三段5號2樓、3樓,22.9935158,120.1973639
中西區,福安里,福安里活動中心,臺南市中西區府前路一段262號,22.9900851,120.2001893
中西區,萬昌里,萬昌公正里活動中心,臺南市中西區青年路226巷20號,22.9909461,120.2109234
中西區,普濟里,普濟里活動中心,臺南市中西區成功路343號3樓,23.0001473,120.1995791
中西區,三合里,三合里活動中心,臺南市中西區忠孝街93巷47號,23.000766,120.196031
中西區,開山里,開山里活動中心,臺南市中西區府前路一段31號,22.9886701,120.2108865
中西區,西賢里,西賢里活動中心,臺南市中西區民權路四段470號,22.9997757,120.1732043
中西區,"大南里
進學里",大南進學里活動中心,臺南市中西區南寧街47號之2,22.9849805,120.2009221
中西區,光賢里,光賢里活動中心,臺南市中西區和善街98巷7號,23.0029145,120.189874
中西區,建國里,建國里活動中心,臺南市中西區永福路二段81巷1號,22.9929121,120.2008434
中西區,安海里,安海里活動中心,臺南市中西區環河街94號之4,22.995876,120.192395
中西區,民權里,民權里活動中心,臺南市中西區民權路三段135號,22.997061,120.196105
中西區,文賢里,文賢里活動中心,臺南市中西區西和路17號,22.9995257,120.1877358
中西區,保安里,保安里活動中心,臺南市中西區尊王路53號,22.991495,120.1963452
中西區,"青年里
銀同里",青年銀同里活動中心,臺南市中西區開山路1號,22.9922404,120.2055998
中西區,協進里,協進里活動中心,臺南市中西區民權路三段447巷1號,22.9986834,120.1875302
中西區,"永福里
小西里
三民里",永福小西三民里活動中心,臺南市中西區府前路一段258號,22.9899812,120.2003427
中西區,赤嵌里,赤嵌里活動中心,臺南市中西區觀亭街76號,22.997194,120.2058373
中西區,協和里,協和里活動中心,臺南市中西區民族路三段258號3樓,23.0000492,120.1930753
中西區,郡王里,郡王里活動中心,臺南市中西區郡王里16鄰建業街20號,22.986515,120.2072739
中西區,天后里,天后里活動中心,臺南市中西區新美街167號,22.9980461,120.2013823
